,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
39:58.7,0.000698,3.399060134,1.606156697,-3.397306078,0.063404601,1.460308258
05:16.5,0.0007165,3.315584527,1.606154952,-3.313724006,0.063404618,1.465837462
30:34.3,0.0007347,3.235372685,1.606151461,-3.233400463,0.063404641,1.471366665
18:57.8,0.000749,3.17396153,1.606149716,-3.171900296,0.063404655,1.475731733
46:34.8,0.0007652,3.10910684,1.606147971,-3.106947868,0.063404682,1.480388272
44:15.5,0.0007683,3.097280489,1.606146225,-3.095102318,0.063404686,1.481260936
32:38.9,0.000783,3.038344211,1.60614448,-3.036073538,0.063404697,1.485626005
57:56.7,0.0007982,2.964483622,1.606142735,-2.962092521,0.0634045,1.491153462
46:20.4,0.0008136,2.907273475,1.606139244,-2.904786381,0.063404501,1.495518531
11:38.4,0.0008317,2.836379946,1.606135753,-2.833770679,0.063404514,1.501045989
39:15.6,0.0008455,2.778682852,1.606134008,-2.775972355,0.063404526,1.505700782
36:56.4,0.0008481,2.768027616,1.606134008,-2.765297922,0.063404529,1.506573446
25:20.0,0.0008618,2.713800237,1.606132263,-2.710974549,0.063404537,1.510936769
50:37.9,0.0008795,2.646292646,1.606130518,-2.643346531,0.063404549,1.516464227
39:01.6,0.0008917,2.593421387,1.606128772,-2.590381024,0.063404553,1.520825805
04:19.5,0.0009069,2.527317042,1.606127027,-2.524161487,0.063404558,1.526351517
31:56.7,0.0009195,2.471897602,1.606125282,-2.468646054,0.063404559,1.531006311
29:37.4,0.0009216,2.461774693,1.606125282,-2.458505691,0.06340456,1.531878975
18:01.0,0.0009329,2.410716831,1.606123536,-2.407362308,0.063404565,1.536240553
43:18.9,0.0009466,2.346855233,1.606120046,-2.343394245,0.063404572,1.541766265
08:36.8,0.0009598,2.283426478,1.606116555,-2.279864261,0.063404574,1.547290232
57:00.4,0.0009699,2.23416805,1.60611481,-2.230530784,0.063404584,1.55165181
45:23.9,0.0009788,2.184555321,1.606113064,-2.180844751,0.063404593,1.556013388
33:47.5,0.0009871,2.135136323,1.606111319,-2.131357685,0.063404604,1.560374966
10:41.7,0.0009891,2.121618748,1.606111319,-2.117824402,0.063404608,1.561537355
56:46.0,0.0009981,2.063600513,1.606111319,-2.059732863,0.06340462,1.566771598
40:30.8,0.0010078,1.996494349,1.606109574,-1.992548159,0.063404637,1.572876759
28:54.3,0.0010136,1.948935872,1.606107828,-1.944942559,0.063404651,1.577238337
05:48.5,0.0010147,1.93583194,1.606107828,-1.931826409,0.063404656,1.578400726
10:19.8,0.001021,1.873085608,1.606107828,-1.869027717,0.06340468,1.584214418
35:37.4,0.0010258,1.81306199,1.606106083,-1.808962211,0.063404694,1.589738385
24:00.8,0.0010282,1.766262731,1.606106083,-1.762136773,0.06340471,1.594098218
12:24.1,0.0010307,1.718686801,1.606104338,-1.714539899,0.063404732,1.598459795
49:18.3,0.0010311,1.705701551,1.606106083,-1.701551158,0.063404742,1.599622185
14:35.8,0.0010328,1.645957186,1.606104338,-1.641789339,0.063404758,1.605146152
02:59.0,0.0010329,1.598878674,1.606104338,-1.594705592,0.063404769,1.609505984
28:16.5,0.0010323,1.540286226,1.606102592,-1.536114889,0.063404787,1.615029951
55:53.2,0.0010306,1.490453585,1.606102592,-1.486290975,0.063404802,1.619681254
53:33.8,0.0010303,1.480992155,1.606102592,-1.476833036,0.063404805,1.620552173
53:26.4,0.0010212,1.399476553,1.606100847,-1.395357576,0.063404398,1.628112939
51:07.1,0.0010208,1.389154676,1.606102592,-1.385039189,0.063404403,1.628983859
39:30.8,0.0010176,1.342694011,1.606102592,-1.338604704,0.063404406,1.633343691
04:48.9,0.0010124,1.283289984,1.606102592,-1.279242566,0.063404414,1.638867658
53:12.6,0.001008,1.235926985,1.606102592,-1.231917963,0.063404416,1.643229236
18:30.5,0.0010011,1.176528194,1.606102592,-1.172573278,0.063404424,1.648751458
06:54.2,0.0009953,1.128927829,1.606102592,-1.125021783,0.063404427,1.653113036
55:17.9,0.0009888,1.080706128,1.606102592,-1.076855931,0.06340443,1.657472868
32:12.2,0.0009872,1.067715642,1.606102592,-1.063881154,0.063404431,1.658635257
57:30.1,0.0009775,1.006592466,1.606102592,-1.002834772,0.063404438,1.664159224
45:53.8,0.0009698,0.958540061,1.606102592,-0.954846944,0.063404442,1.668520802
11:11.7,0.0009584,0.897500661,1.606100847,-0.893896556,0.063404449,1.674044769
38:48.9,0.0009488,0.844231467,1.606102592,-0.840707647,0.063404458,1.678696072
36:29.6,0.0009469,0.834424462,1.606102592,-0.83091635,0.063404459,1.679568736
24:53.2,0.0009371,0.785399909,1.606104338,-0.781970337,0.063404466,1.683930314
15:36.1,0.0009284,0.74540918,1.606104338,-0.74204593,0.063404473,1.687419227
54:43.3,0.0009069,0.664199009,1.606106083,-0.660977132,0.063404432,1.695269718
43:06.9,0.000895,0.612828734,1.606106083,-0.609695868,0.063404443,1.699631296
20:01.2,0.0008919,0.598743927,1.606107828,-0.59563375,0.063404445,1.700793685
45:19.1,0.0008757,0.532705904,1.606109574,-0.529712664,0.063404464,1.706319398
33:42.6,0.0008627,0.479923656,1.606109574,-0.477021174,0.063404476,1.710680976
59:00.5,0.0008456,0.411429955,1.606111319,-0.408649646,0.063404499,1.716206688
47:24.0,0.0008318,0.356757516,1.606111319,-0.354071455,0.063404512,1.720568266
05:51.1,0.0008301,0.349008255,1.606111319,-0.346336155,0.063404515,1.721149461
12:41.7,0.0008135,0.28622178,1.606113064,-0.283657891,0.063404526,1.726093978
01:05.2,0.0007992,0.228868515,1.60611481,-0.22640062,0.063404538,1.730457301
26:22.9,0.00078,0.154939859,1.60611481,-0.152594137,0.063404557,1.735983014
14:46.4,0.0007646,0.095556777,1.606116555,-0.093307047,0.063404567,1.740346337
40:04.0,0.000745,0.018942058,1.6061183,-0.016809266,0.063404579,1.745873795
28:27.4,0.0007296,6.24089947,1.606120046,-6.238857435,0.063404586,1.750237118
16:50.8,0.0007149,6.177437553,1.606121791,-6.175482784,0.063404592,1.754600441
53:45.0,0.0007109,6.160919757,1.606123536,-6.158989423,0.063404593,1.755764576
19:02.7,0.0006921,6.07808294,1.606125282,-6.076260816,0.063404598,1.761292033
44:20.3,0.0006733,5.994338552,1.606127027,-5.992617657,0.063404599,1.766821236
32:43.7,0.0006586,5.926213115,1.606128772,-5.924569015,0.063404602,1.771186305
00:20.7,0.0006437,5.852066293,1.606128772,-5.850498987,0.063404603,1.775841098
58:01.3,0.000641,5.837836623,1.606130518,-5.83628328,0.063404603,1.776713763
44:05.4,0.0006247,5.751458533,1.606132263,-5.749985475,0.063404607,1.781951496
11:42.4,0.0006109,5.672531254,1.606132263,-5.671126264,0.063404609,1.786608034
00:05.8,0.0005989,5.597771821,1.606132263,-5.596424426,0.063404614,1.790973103
25:23.4,0.0005834,5.498612685,1.606134008,-5.497331613,0.063404621,1.796502306
13:46.8,0.0005729,5.41825598,1.606135753,-5.417022033,0.063404628,1.800869119
39:04.5,0.0005601,5.315117494,1.606139244,-5.31393416,0.063404636,1.806398323
27:27.9,0.0005521,5.231031021,1.606140989,-5.22988434,0.063404643,1.810765136
52:45.5,0.0005433,5.123419255,1.60614448,-5.12230748,0.063404655,1.816296085
18:03.1,0.0005361,5.011751344,1.606146225,-5.01066924,0.063404669,1.821828778
06:26.4,0.0005324,4.923821657,1.606147971,-4.92275526,0.063404679,1.826195592
54:49.8,0.0005296,4.834066355,1.606149716,-4.83301043,0.063404696,1.830562406
43:13.3,0.0005245,4.74416619,1.606149716,-4.743108521,0.063404413,1.83492922
20:07.6,0.0005258,4.722531089,1.606153207,-4.721475164,0.063404411,1.8360951
06:12.1,0.0005265,4.613207155,1.606154952,-4.61214774,0.06340442,1.841336323
54:35.8,0.000529,4.523793937,1.606156697,-4.522725796,0.06340443,1.845704883
59:07.4,0.0005339,4.403854911,1.606158443,-4.402765826,0.06340445,1.851529046
47:31.1,0.0005394,4.316550051,1.606160188,-4.315438277,0.063404461,1.855899351
24:25.4,0.0005409,4.293305756,1.606161933,-4.292185255,0.063404463,1.857063485
49:43.4,0.00055,4.185090107,1.606163679,-4.183932953,0.063404474,1.862597924
38:07.1,0.0005583,4.100418949,1.606165424,-4.099225144,0.063404481,1.866968229
26:30.8,0.0005671,4.017302879,1.606168915,-4.016065441,0.063404485,1.871336788
51:48.7,0.0005805,3.913736787,1.60617066,-3.912438262,0.063404491,1.876872972
40:12.4,0.0005916,3.835633303,1.606172405,-3.834280672,0.063404492,1.881243277
17:06.7,0.0005946,3.814382174,1.606174151,-3.813013836,0.063404493,1.882409157
42:24.7,0.0006096,3.717731076,1.606175896,-3.716285943,0.063404492,1.887943596
46:56.3,0.0006271,3.618455002,1.606177641,-3.616920858,0.063404492,1.89377125
35:20.0,0.0006405,3.545788219,1.606177641,-3.544184261,0.063404491,1.898141555
23:43.7,0.0006542,3.475919198,1.606179387,-3.474240192,0.063404492,1.902513604
21:24.4,0.0006568,3.461438202,1.606181132,-3.459741742,0.063404491,1.903388014
09:48.1,0.0006716,3.392576236,1.606182877,-3.390801236,0.06340449,1.907760064
58:11.8,0.0006857,3.325487525,1.606182877,-3.323630495,0.063404493,1.912132114
23:29.9,0.000705,3.242179469,1.606184623,-3.240210738,0.063404497,1.917670044
28:01.5,0.0007248,3.15768808,1.606188113,-3.155602411,0.063404501,1.923499443
16:25.1,0.0007393,3.096379899,1.606189859,-3.094203474,0.063404506,1.927871493
53:19.5,0.0007435,3.079900501,1.606191604,-3.07769964,0.063404508,1.929037373
39:23.9,0.0007621,3.00732971,1.606193349,-3.005015404,0.063404515,1.934283833
27:47.6,0.0007766,2.948515605,1.606193349,-2.946107051,0.063404523,1.938657628
16:11.2,0.000791,2.890739971,1.606195095,-2.888237169,0.063404529,1.943029678
41:29.2,0.0008105,2.81856188,1.60619684,-2.815936904,0.063404542,1.948567607
29:52.9,0.0008245,2.763392022,1.606198585,-2.760672799,0.063404549,1.952941403
18:16.5,0.000838,2.709251909,1.606200331,-2.706438438,0.063404558,1.957315198
55:10.8,0.0008414,2.694552746,1.606202076,-2.69171484,0.06340456,1.958481078
43:34.4,0.0008549,2.641206757,1.606203821,-2.638276349,0.06340457,1.962856618
08:52.3,0.0008706,2.575004673,1.606205567,-2.571960819,0.063404581,1.968396293
34:10.1,0.0008872,2.509793936,1.606205567,-2.50663489,0.063404592,1.973937713
22:33.7,0.0008989,2.459153208,1.606207312,-2.455910386,0.063404599,1.978313254
47:51.5,0.0009136,2.395082171,1.606210803,-2.391732884,0.063404606,1.983852929
33:55.7,0.0009269,2.33530988,1.606212548,-2.331862855,0.063404613,1.989102879
01:32.8,0.0009377,2.282454329,1.606214293,-2.278925274,0.063404613,1.99376989
49:56.3,0.0009472,2.233494353,1.606216039,-2.229891994,0.063404615,1.99814543
15:14.1,0.0009598,2.172123341,1.606216039,-2.168431969,0.063404615,2.003686851
03:37.6,0.0009679,2.123666019,1.606217784,-2.119910071,0.063404615,2.008062391
52:01.1,0.0009761,2.075624086,1.606217784,-2.071805306,0.063404612,2.012437931
28:55.4,0.0009781,2.06271214,1.606219529,-2.058879397,0.063404611,2.013605557
35:46.0,0.0009867,2.008221216,1.606219529,-2.004325641,0.06340461,2.018564037
42:36.9,0.0009921,1.955238256,1.606219529,-1.951290321,0.063404332,2.023524263
31:00.8,0.0009985,1.907367365,1.606219529,-1.903374052,0.063404327,2.027899803
56:19.0,0.0010045,1.84669972,1.606221275,-1.842657538,0.063404326,2.033442969
44:42.9,0.001009,1.799600265,1.606221275,-1.795528412,0.06340433,2.037818509
21:37.3,0.0010104,1.787550512,1.606221275,-1.783468187,0.06340433,2.038984389
23:49.9,0.0010156,1.7152869,1.60622302,-1.711169668,0.063404333,2.04569518
51:27.3,0.0010181,1.665115665,1.60622302,-1.66098098,0.063404336,2.050362191
39:51.2,0.0010194,1.618225649,1.606224765,-1.614080492,0.063404341,2.054739476
37:32.0,0.0010199,1.608828797,1.606224765,-1.604681894,0.063404341,2.055613886
25:55.8,0.0010207,1.562225015,1.606224765,-1.558078113,0.063404344,2.059991172
14:19.6,0.0010207,1.51626875,1.606226511,-1.512123593,0.063404351,2.064366713
39:37.8,0.0010196,1.456864724,1.606226511,-1.452731784,0.063404358,2.069909878
28:01.6,0.0010176,1.410301085,1.606226511,-1.406185598,0.063404365,2.074287164
14:06.1,0.001014,1.354228892,1.606226511,-1.350141331,0.063404376,2.07953886
41:43.5,0.00101,1.304099545,1.606226511,-1.300045145,0.063404386,2.084207616
30:07.2,0.0010056,1.256993109,1.606226511,-1.252973615,0.063404396,2.088583156
07:01.5,0.0010043,1.244704245,1.606228256,-1.240695224,0.063404398,2.089750781
32:19.5,0.0009976,1.184682372,1.606226511,-1.180727456,0.063404408,2.095293947
20:43.2,0.0009916,1.137849953,1.606226511,-1.133945651,0.063404414,2.099671233
09:06.9,0.000985,1.089511314,1.606228256,-1.085661117,0.063404419,2.104046773
55:11.3,0.0009761,1.032049839,1.606228256,-1.028269455,0.063404427,2.109298469
43:34.9,0.000968,0.983786249,1.606228256,-0.980070443,0.063404429,2.113675755
31:58.5,0.0009594,0.936048003,1.606228256,-0.932396774,0.063404429,2.118051295
20:22.2,0.0009503,0.88736728,1.606228256,-0.883789355,0.06340443,2.122426836
57:16.5,0.0009479,0.874593215,1.606228256,-0.871032743,0.06340443,2.123594461
45:40.1,0.0009379,0.825313843,1.606228256,-0.821830166,0.063404428,2.127970001
10:58.1,0.0009255,0.763400034,1.606224765,-0.76001584,0.063404427,2.133513167
17:48.9,0.0009133,0.706945614,1.60622302,-0.703655668,0.063404428,2.138473393
24:39.6,0.0009004,0.649505083,1.60622302,-0.646312875,0.063404426,2.143431873
52:16.8,0.0008879,0.595340535,1.606221275,-0.592239084,0.063404427,2.148100629
49:57.6,0.000885,0.585790093,1.606221275,-0.582706096,0.063404428,2.148975039
38:21.2,0.0008725,0.534697324,1.606221275,-0.531704085,0.063404429,2.153350579
03:39.1,0.0008567,0.468446371,1.606219529,-0.465568323,0.063404427,2.158893745
28:57.1,0.0008401,0.40082708,1.606217784,-0.398067714,0.063404429,2.164435165
40:26.4,0.0008295,0.360982959,1.606217784,-0.358293406,0.063404429,2.167644826
10:22.9,0.0008311,0.294248549,1.606221275,-0.291661971,0.063404395,2.171433936
58:46.6,0.0008172,0.239485353,1.606219529,-0.236994768,0.063404393,2.175807731
24:04.6,0.0007847,0.186233613,1.606214293,-0.183837275,0.063404402,2.181350896
12:28.2,0.0007697,0.128074006,1.606212548,-0.125773662,0.063404409,2.185724691
40:05.5,0.000754,0.064901814,1.606212548,-0.062699208,0.063404417,2.190391702
37:46.2,0.0007503,0.053204617,1.606210803,-0.051019465,0.063404419,2.191266112
26:09.8,0.0007353,6.276268567,1.606210803,-6.274174172,0.063404427,2.195641652
14:33.5,0.0007206,6.213810215,1.606209057,-6.211804831,0.063404435,2.200015447
00:37.8,0.0007032,6.137122193,1.606207312,-6.135221529,0.063404446,2.205263652
49:01.4,0.0006886,6.072085989,1.606205567,-6.070270846,0.063404454,2.209637448
37:25.0,0.0006739,6.005175301,1.606203821,-6.003440444,0.063404462,2.214011243
02:42.8,0.0006562,5.918097334,1.606202076,-5.916460215,0.06340447,2.219550918
51:06.4,0.0006419,5.847563343,1.606202076,-5.845999528,0.063404477,2.223922968
39:30.0,0.0006283,5.775702902,1.606200331,-5.774207155,0.063404479,2.228295017
16:24.3,0.0006246,5.755875962,1.606200331,-5.754399413,0.06340448,2.229460897
41:42.1,0.0006083,5.661849839,1.60619684,-5.66045183,0.063404484,2.235000572
30:05.7,0.0005962,5.585214177,1.606195095,-5.583873764,0.063404484,2.239372622
55:23.6,0.0005822,5.486121363,1.606191604,-5.484847273,0.063404485,2.244910552
43:47.2,0.0005713,5.405801311,1.606189859,-5.404574344,0.063404483,2.249282602
32:10.8,0.0005614,5.323929661,1.606186368,-5.322741092,0.063404483,2.253652906
09:05.0,0.0005592,5.301772706,1.606186368,-5.300596354,0.063404483,2.254818786
55:09.4,0.000549,5.200060153,1.606182877,-5.198923944,0.063404481,2.2600635
22:46.6,0.0005416,5.109517708,1.606179387,-5.108411169,0.06340448,2.26472702
11:10.2,0.0005353,5.022272189,1.606177641,-5.021184849,0.06340448,2.269097325
57:14.5,0.00053,4.916819396,1.606174151,-4.915751254,0.06340448,2.274342039
45:38.2,0.0005266,4.82789138,1.606172405,-4.826830219,0.063404482,2.278710598
13:15.4,0.0005247,4.731669633,1.60617066,-4.730611963,0.063404483,2.283370627
10:56.1,0.0005245,4.713418725,1.606168915,-4.712361055,0.063404484,2.284245037
59:19.8,0.0005243,4.623403368,1.606167169,-4.622340463,0.063404487,2.288613596
47:43.4,0.0005259,4.534152467,1.606165424,-4.533080834,0.063404492,2.292982155
13:01.3,0.0005298,4.421938268,1.606160188,-4.420845691,0.063404499,2.298516594
38:19.3,0.0005356,4.310303518,1.606158443,-4.309183017,0.063404509,2.304049288
05:56.5,0.0005423,4.217832484,1.606154952,-4.216678821,0.063404519,2.308707572
03:37.2,0.0005438,4.20048042,1.606154952,-4.199321521,0.063404522,2.309580237
52:00.8,0.0005514,4.115153018,1.606151461,-4.113957468,0.063404529,2.31394705
56:32.3,0.000563,4.004909296,1.606147971,-4.00365615,0.063404545,2.319769469
21:50.2,0.0005759,3.902763902,1.60614448,-3.901451414,0.063404558,2.325300417
10:13.7,0.0005876,3.823794734,1.606142735,-3.822428142,0.063404569,2.329667231
47:08.0,0.0005908,3.803662361,1.606140989,-3.802280061,0.063404572,2.330831366
35:31.6,0.0006028,3.727946488,1.606139244,-3.726504846,0.063404579,2.335196434
00:49.4,0.0006193,3.634279903,1.606135753,-3.632757976,0.063404588,2.340725637
49:13.0,0.0006326,3.562237947,1.606132263,-3.560646207,0.063404593,2.345090705
14:30.8,0.0006502,3.473032424,1.606130518,-3.471346436,0.063404598,2.350618163
42:07.9,0.0006656,3.400060208,1.606127027,-3.398290444,0.0634046,2.355274702
39:48.6,0.0006687,3.386933587,1.606125282,-3.38514986,0.063404601,2.356147366
28:12.1,0.0006835,3.320007191,1.606121791,-3.318141434,0.063404601,2.360510689
53:30.0,0.0007023,3.237940064,1.6061183,-3.235966097,0.063404602,2.366036402
58:01.4,0.0007223,3.153532451,1.606113064,-3.151441547,0.063404602,2.371853584
46:24.9,0.0007376,3.091243395,1.606109574,-3.089059988,0.063404603,2.376216907
23:19.2,0.0007415,3.0750991,1.606107828,-3.072891258,0.063404604,2.377379297
27:50.6,0.0007615,2.994724942,1.606104338,-2.992391437,0.063404605,2.383196479
53:08.5,0.0007803,2.920405332,1.606100847,-2.917953145,0.063404605,2.388720446
41:32.0,0.0007952,2.861935057,1.606097356,-2.859386876,0.063404609,2.393080279
18:26.3,0.000799,2.846708804,1.606095611,-2.844134444,0.06340461,2.394242668
43:44.1,0.0008173,2.775115399,1.60609212,-2.772418865,0.063404613,2.399766635
09:02.0,0.0008344,2.705632096,1.606086884,-2.70281688,0.063404617,2.405288857
36:39.1,0.0008493,2.648043212,1.606083394,-2.645128512,0.063404622,2.409938414
25:02.6,0.0008623,2.594678025,1.606081648,-2.591670822,0.063404628,2.414298246
22:43.3,0.0008648,2.584172888,1.606079903,-2.581146487,0.06340463,2.415169166
11:06.8,0.0008776,2.531402858,1.606076412,-2.528287445,0.063404638,2.419527253
29:26.7,0.0009003,2.434999597,1.606071176,-2.431720123,0.063404658,2.427662232
17:50.2,0.0009112,2.384442644,1.606067686,-2.38108114,0.063404671,2.43202032
06:13.6,0.0009219,2.334451178,1.60606594,-2.331009389,0.063404682,2.436376661
31:31.3,0.000934,2.271661213,1.606060704,-2.268123431,0.063404696,2.441895392
19:54.7,0.0009433,2.222805957,1.606058959,-2.219196616,0.063404706,2.446251734
08:18.0,0.0009521,2.174017023,1.606055468,-2.170339614,0.063404717,2.450608076
33:35.6,0.0009625,2.11322546,1.606051978,-2.109467766,0.063404727,2.456125062
21:59.0,0.00097,2.065317917,1.606050232,-2.061500882,0.063404735,2.460479658
58:53.2,0.0009717,2.052686969,1.606048487,-2.048855972,0.063404737,2.461640302
47:16.5,0.0009784,2.005220995,1.606046742,-2.001337637,0.063404742,2.465996644
12:34.0,0.0009858,1.9455063,1.606043251,-1.941563601,0.06340475,2.471511885
00:57.3,0.000991,1.898459205,1.60603976,-1.894472873,0.063404753,2.475866481
26:14.8,0.0009972,1.838437332,1.606034524,-1.834405621,0.063404756,2.481379976
14:38.1,0.001001,1.79111622,1.606032779,-1.787054838,0.063404759,2.485734573
51:32.3,0.0010017,1.778710419,1.606031034,-1.774642057,0.06340476,2.486895217
39:55.6,0.0010052,1.731610964,1.606027543,-1.727518167,0.063404763,2.491248068
25:59.5,0.001008,1.675828496,1.606024052,-1.671714755,0.063404773,2.496471838
14:22.7,0.0010099,1.629263111,1.606020562,-1.625138898,0.063404773,2.500822944
41:59.5,0.0010115,1.579067442,1.606017071,-1.574937993,0.063404778,2.50546552
28:03.4,0.001012,1.523274502,1.606015326,-1.519146798,0.063404782,2.510687545
16:26.6,0.0010121,1.476553783,1.606011835,-1.472431315,0.063404785,2.515038651
04:49.8,0.0010111,1.429510179,1.606008344,-1.425401673,0.063404789,2.519389757
41:44.0,0.0010109,1.416898429,1.606008344,-1.412793415,0.063404791,2.520548655
46:15.4,0.0010053,1.35408403,1.606004854,-1.350013922,0.063404512,2.52635013
11:33.3,0.0010009,1.294676512,1.606001363,-1.290644802,0.063404516,2.531858389
59:56.8,0.0009969,1.247519461,1.605997872,-1.243524403,0.063404529,2.536209495
48:20.4,0.0009926,1.200578831,1.605996127,-1.19662217,0.063404538,2.540558855
25:14.6,0.0009914,1.187624997,1.605994382,-1.183680553,0.063404542,2.541717754
50:32.4,0.0009842,1.127646758,1.605990891,-1.1237634,0.063404558,2.547226013
38:55.9,0.0009777,1.079702563,1.605989146,-1.075873311,0.063404569,2.551575373
04:13.6,0.0009679,1.019577716,1.605987401,-1.015823513,0.063404582,2.557081887
41:07.9,0.0009659,1.006067122,1.605985655,-1.002330372,0.063404585,2.558240786
29:31.3,0.0009575,0.957135071,1.60598391,-0.953464644,0.063404599,2.562590146
34:02.5,0.0009454,0.891549089,1.605980419,-0.887972909,0.063404614,2.568386385
59:20.1,0.0009327,0.829638769,1.605978674,-0.826158583,0.063404625,2.573892898
47:43.4,0.0009224,0.779123705,1.605978674,-0.775722058,0.063404634,2.578240514
24:37.7,0.0009198,0.765332113,1.605976929,-0.761953156,0.063404637,2.579399412
13:01.0,0.0009089,0.714778651,1.605975183,-0.71148347,0.063404643,2.583747027
01:24.3,0.0008978,0.663986079,1.605973438,-0.660776419,0.063404647,2.588092897
26:41.9,0.0008817,0.598506562,1.605971693,-0.595408602,0.063404654,2.593599411
51:59.4,0.0008655,0.532547079,1.605968202,-0.529564311,0.063404658,2.599105925
40:22.7,0.0008531,0.479644404,1.605966457,-0.476752393,0.06340466,2.603451795
28:46.0,0.0008397,0.426010436,1.605964711,-0.423212673,0.063404663,2.607797665
05:40.2,0.0008365,0.41148057,1.605964711,-0.408705496,0.063404663,2.608956563
12:30.6,0.000821,0.350156681,1.605962966,-0.347489818,0.06340467,2.613881882
19:21.0,0.0008056,0.287645969,1.605961221,-0.285083825,0.063404671,2.618807201
44:38.5,0.0007867,0.216693099,1.605959475,-0.214249638,0.063404676,2.62431197
33:01.8,0.0007726,0.159825036,1.60595773,-0.157474077,0.063404676,2.62865784
21:25.1,0.0007583,0.101525803,1.605955985,-0.099267347,0.063404678,2.633001964
58:19.3,0.0007549,0.08545132,1.605955985,-0.083217299,0.063404679,2.634160863
46:42.6,0.00074,0.026003661,1.605954239,-0.023860396,0.063404682,2.638504987
12:00.0,0.0007217,6.231614318,1.605952494,-6.229584501,0.063404691,2.644009756
16:31.1,0.000702,6.147667472,1.605950749,-6.145752846,0.063404697,2.649802504
25:40.8,0.0006883,6.087800933,1.605950749,-6.085961356,0.063404706,2.653856903
53:17.6,0.0006724,6.016235453,1.605949003,-6.014484888,0.063404714,2.658490753
50:58.3,0.0006699,6.003203079,1.605949003,-6.001466477,0.063404715,2.659359927
39:21.5,0.0006558,5.935074152,1.605949003,-5.933416089,0.063404726,2.663704051
04:38.9,0.0006398,5.846797144,1.605947258,-5.845231583,0.063404741,2.669207074
53:02.1,0.0006268,5.77436947,1.605947258,-5.772873723,0.063404754,2.673551199
18:19.5,0.0006107,5.679907015,1.605947258,-5.678495044,0.063404767,2.679054222
45:56.2,0.0005986,5.598052819,1.605947258,-5.596703679,0.063404779,2.683686326
43:36.9,0.0005967,5.583029024,1.605947258,-5.581692102,0.063404781,2.6845555
32:00.0,0.0005855,5.503539749,1.605947258,-5.502256932,0.063404792,2.688899624
57:17.3,0.0005741,5.401830687,1.605947258,-5.400610702,0.063404804,2.694402647
01:48.2,0.000563,5.29206693,1.605949003,-5.290902796,0.063404812,2.70019365
50:11.3,0.0005554,5.206144371,1.605949003,-5.205015143,0.063404819,2.70453952
27:05.5,0.0005541,5.185322593,1.605949003,-5.184202092,0.063404819,2.705696673
52:22.8,0.0005472,5.076171447,1.605947258,-5.075087598,0.063404825,2.711199696
40:45.9,0.0005432,4.990070864,1.605947258,-4.989007959,0.063404828,2.715543821
06:03.2,0.0005389,4.875999635,1.605947258,-4.874955928,0.063404831,2.721046844
33:39.9,0.0005372,4.782636737,1.605947258,-4.781601757,0.063404832,2.725680693
10:34.1,0.0005368,4.759341828,1.605947258,-4.758306848,0.063404833,2.726839591
35:51.4,0.000537,4.647080505,1.605949003,-4.64604378,0.063404837,2.732342615
01:08.7,0.0005391,4.534393322,1.605949003,-4.53334787,0.063404836,2.737845638
28:45.4,0.0005421,4.440049549,1.605950749,-4.438986644,0.063404837,2.742479487
26:26.1,0.0005426,4.422728902,1.605950749,-4.42166076,0.063404837,2.743348661
14:49.2,0.0005473,4.335143044,1.605950749,-4.334052213,0.063404838,2.747692785
40:06.6,0.0005546,4.22778086,1.605950749,-4.226655123,0.063404839,2.753195808
05:24.0,0.0005636,4.120610663,1.605952494,-4.119439547,0.063404841,2.758700577
53:47.3,0.0005703,4.037658654,1.605952494,-4.03644216,0.063404629,2.763044701
21:24.4,0.0005802,3.951397501,1.605952494,-3.950130392,0.06340463,2.767678551
58:18.6,0.0005827,3.930024199,1.605952494,-3.928743128,0.06340463,2.768837449
23:36.4,0.0005963,3.831638244,1.605954239,-3.830289104,0.063404642,2.774342218
48:54.1,0.0006112,3.736034344,1.605955985,-3.734610155,0.063404652,2.779845241
37:17.6,0.0006235,3.662636267,1.60595773,-3.661149247,0.063404661,2.784191111
04:54.6,0.0006374,3.586272876,1.60595773,-3.584712552,0.063404673,2.78882496
14:04.5,0.0006505,3.520168531,1.605959475,-3.518540139,0.063404681,2.792881105
11:45.2,0.0006534,3.506387411,1.605959475,-3.504745056,0.063404683,2.793750279
00:08.6,0.0006673,3.439010721,1.605961221,-3.437293317,0.063404692,2.798096149
48:32.0,0.0006803,3.373588799,1.605962966,-3.371792855,0.063404702,2.802442019
13:49.6,0.0006991,3.291718895,1.605964711,-3.289818231,0.063404713,2.807946787
39:07.3,0.000718,3.211531487,1.605968202,-3.209522613,0.063404721,2.813453301
27:30.6,0.000733,3.15037515,1.605969947,-3.14827901,0.063404726,2.817799171
15:54.0,0.0007474,3.090117658,1.605971693,-3.08793076,0.063404729,2.822145041
52:48.3,0.0007518,3.07425436,1.605971693,-3.072043028,0.063404729,2.823305685
41:10.6,0.0007656,3.015791066,1.605973438,-3.013488977,0.063404732,2.827651554
06:28.2,0.000784,2.942619883,1.605975183,-2.940200857,0.063404734,2.833158068
54:51.6,0.0007982,2.885573796,1.605976929,-2.883058777,0.063404734,2.837505683
20:09.2,0.0008165,2.81509042,1.605978674,-2.812456718,0.063404735,2.843013942
